what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305743635149
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305743636049
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305743639263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305743641779
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305743660974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305743662562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305743665870
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305743673265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305743675274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305743713026
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305743721973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305743725835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305743726024
error,log,,,"Unhandled event loop exception",1305743726158
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305743806941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305743840182
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744035454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744256575
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744273027
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744309559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744402026
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744465593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744494574
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744502245
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744513407
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744525127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744529851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744545210
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305744589222
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305744589397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305744589694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744642417
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744663021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744672580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744679960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744706800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744713958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1305744728598
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305744835638
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305746472842
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305746478486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305746536000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305746548678
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305746550769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305746569618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305746656878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305746680682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305746743995
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305746781029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305746802492
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305746806022
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305746863090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1305746877107
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1305746877306
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305746895321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305746897638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305746912824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305746932042
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305746980987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747065106
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747075326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747085460
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747089949
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305747098088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747106484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747125971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747177532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747340229
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747351314
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747368642
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305747378054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747398936
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747409141
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305747439670
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305747441258
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305747442078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305747447934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305747512341
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305747515736
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305747559908
